id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
28194,CTM3,seaplane_base,Chute-Des-Passes/Lac Margane Seaplane Base,49.9434,-71.138,1310.0,,CA,CA-QC,Chutes-des-Passes,no,CTM3,YWQ,CTM3,,https://en.wikipedia.org/wiki/Chutes-des-Passes/Lac_Margane_Water_Aerodrome,
316099,CTM7,small_airport,Tundra Mine/Salamita Mine Aerodrome,64.0725,-111.158,1445.0,,CA,CA-NT,Tundra and Salamita Mines,no,CTM7,,CTM7,,https://en.wikipedia.org/wiki/Tundra_Mine/Salamita_Mine_Aerodrome,
320782,CTM8,seaplane_base,Témiscouata-sur-le-Lac Water Aerodrome,47.685,-68.875,489.0,,CA,CA-QC,Témiscouata-sur-le-Lac,no,CTM8,,CTM8,,https://en.wikipedia.org/wiki/T%C3%A9miscouata-sur-le-Lac_Water_Aerodrome,
28278,CTN3,seaplane_base,Lac Beauregard Seaplane Base,46.953098,-74.892197,,,CA,CA-QC,,no,CTN3,,CTN3,,https://en.wikipedia.org/wiki/Lac_Beauregard_Water_Aerodrome,
1606,CTN6,small_airport,Treherne (South Norfolk Airpark) Airport,49.659698486328125,-98.66529846191406,1190.0,,CA,CA-MB,Treherne,no,CTN6,,CTN6,,https://en.wikipedia.org/wiki/Treherne_(South_Norfolk_Airpark),TN6
313805,CTN7,closed,Canton Aerodrome,44.002807,-78.361816,520.0,,CA,CA-ON,Port Hope,no,,,,,https://en.wikipedia.org/wiki/Canton_Aerodrome,CTN7
508473,CTN8,small_airport,Triple Nickel Airport,43.04623,-81.599773,796.0,,CA,CA-ON,Nairn,no,CTN8,,CTN8,,https://en.wikipedia.org/wiki/Nairn_(Triple_Nickel)_Aerodrome,
37052,CTP,small_airport,Carutapera Airport,-1.225365,-46.019057,85.0,SA,BR,BR-MA,Carutapera,no,,CTP,,,https://pt.wikipedia.org/wiki/Aeroporto_de_Carutapera,
28170,CTP3,seaplane_base,Barrage Gouin Seaplane Base,48.354198,-74.102798,1325.0,,CA,CA-QC,,no,CTP3,,CTP3,,https://en.wikipedia.org/wiki/Barrage_Gouin_Water_Aerodrome,
28287,CTP4,seaplane_base,Lac Pau (Caniapiscau) Seaplane Base,54.845001,-69.881897,1657.0,,CA,CA-QC,,no,CTP4,,CTP4,,https://en.wikipedia.org/wiki/Lac_Pau_(Caniapiscau)_Water_Aerodrome,
1608,CTP9,small_airport,Donaldson Airport,61.6622009277,-73.3214035034,1902.0,,CA,CA-QC,Kattiniq,no,CTP9,YAU,CTP9,,https://en.wikipedia.org/wiki/Kattiniq/Donaldson_Airport,TP9
1609,CTQ2,small_airport,Weller Airport,45.034400939941406,-72.03500366210938,1250.0,,CA,CA-QC,Stanstead,no,CTQ2,,CTQ2,,https://en.wikipedia.org/wiki/Stanstead/Weller_Airport,TQ2
28151,CTQ3,closed,Aguanish Water Aerodrome,50.230595,-62.112499,,,CA,CA-QC,Aguanish,no,,,,,https://en.wikipedia.org/wiki/Aguanish_Water_Aerodrome,"CTQ3, CTQ3, CTQ3"
1610,CTQ4,closed,Airview Airport,45.353254,-71.86087,575.0,,CA,CA-QC,Lennoxville,no,,,,,https://en.wikipedia.org/wiki/Lennoxville_(Airview)_Airport,CTQ4
1611,CTQ6,small_airport,St-Anselme Airport,46.62189865112305,-70.95500183105469,560.0,,CA,CA-QC,St-Anselme,no,CTQ6,,CTQ6,,https://en.wikipedia.org/wiki/St-Anselme_Airport,TQ6
1614,CTR6,small_airport,St-Basile (Marcotte) Airport,46.783599853515625,-71.82640075683594,300.0,,CA,CA-QC,St-Basile,no,CTR6,,CTR6,,https://en.wikipedia.org/wiki/St-Bas%C3%AEle_(Marcotte)_Airport,TR6
28350,CTR7,seaplane_base,Ottawa / Rockcliffe Seaplane Base,45.463833,-75.642543,,,CA,CA-ON,Ottawa,no,CTR7,,CTR7,,https://en.wikipedia.org/wiki/Ottawa/Rockcliffe_Water_Aerodrome,TR7
28279,CTS3,seaplane_base,Lac Berthelot Seaplane Base,48.52,-76.162498,1250.0,,CA,CA-QC,,no,CTS3,,CTS3,,https://en.wikipedia.org/wiki/Lac_Berthelot_Water_Aerodrome,
1616,CTT2,closed,Chambly Airport,45.401100158691406,-73.29530334472656,95.0,,CA,CA-QC,Chambly,no,,,,,https://en.wikipedia.org/wiki/Chambly_Airport,"TT2, CTT2, CTT2"
1617,CTT5,small_airport,La Romaine Airport,50.259553,-60.674357,90.0,,CA,CA-QC,Le Golfe-du-Saint-Laurent,yes,CTT5,ZGS,CTT5,,https://en.wikipedia.org/wiki/La_Romaine_Airport,"Gethsemani, La Romaine"
1618,CTU2,small_airport,Fontanges Airport,54.553901672363,-71.173301696777,1550.0,,CA,CA-QC,Fontanges,no,CTU2,YFG,CTU2,,https://en.wikipedia.org/wiki/Fontages_Airport,TU2
28283,CTU4,closed,Lac Gagnon Seaplane Base,46.1175,-75.115303,700.0,,CA,CA-QC,Duhamel,no,,,,,https://en.wikipedia.org/wiki/Lac_Gagnon_Water_Aerodrome,"YGA, CTU4, CTU4"
1619,CTU5,small_airport,La Tabatière Airport,50.8307991027832,-58.97560119628906,102.0,,CA,CA-QC,La Tabatière,yes,CTU5,ZLT,CTU5,,https://en.wikipedia.org/wiki/La_Tabati%C3%A8re_Airport,TU5
28280,CTV2,seaplane_base,Lac-Des-Écorces Seaplane Base,46.548599,-75.418602,753.0,,CA,CA-QC,,no,CTV2,,CTV2,,https://en.wikipedia.org/wiki/Lac-des-%C3%89corces_Water_Aerodrome,
28290,CTX2,seaplane_base,Lac Trévet Seaplane Base,48.159401,-76.137802,1420.0,,CA,CA-QC,,no,CTX2,,CTX2,,https://en.wikipedia.org/wiki/Lac_Tr%C3%A9vet_Water_Aerodrome,
28190,CTY3,seaplane_base,Cascades Seaplane Base,45.5858,-75.868103,340.0,,CA,CA-QC,Cantley,no,CTY3,,CTY3,,https://en.wikipedia.org/wiki/Cascades_Water_Aerodrome,
